Accession,Submitters,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
NC_055175,"Shi,M., Lin,X.D., Chen,X., Tian,J.H., Chen,L.J., Li,K., Wang,W., Eden,J.S., Shen,J.J., Liu,L., Holmes,E.C., Zhang,Y.Z., Lin,X.-D., Tian,J.-H., Chen,L.-J., Eden,J.-S., Shen,J.-J., Zhuang,Y.-Z.",2021-06-01T00:00:00Z,,Xilang striavirus,ssRNA(-),17221,China,,Antennarius striatus,,
NC_055176,"Shi,M., Lin,X.D., Chen,X., Tian,J.H., Chen,L.J., Li,K., Wang,W., Eden,J.S., Shen,J.J., Liu,L., Holmes,E.C., Zhang,Y.Z., Lin,X.-D., Tian,J.-H., Chen,L.-J., Eden,J.-S., Shen,J.-J., Zhuang,Y.-Z.",2021-06-01T00:00:00Z,,Huangjiao thamnovirus,ssRNA(-),14280,China,,Thamnaconus septentrionalis,,
NC_055177,"Dey,K.K., Sugikawa,J., Kerr,C., Melzer,M.J., Melzer,M.",2021-06-01T00:00:00Z,APV1-FL,Air potato ampelovirus 1,ssRNA(+),13398,USA,,Dioscorea bulbifera,,2017-03
NC_055178,"Zhou,J., Kantartzi,S.K., Wen,R.H., Newman,M., Hajimorad,M.R., Rupe,J.C., Tzanetakis,I.E.",2021-06-01T00:00:00Z,TN,Soybean vein necrosis orthotospovirus,ssRNA(+/-),2603,USA,,Glycine max,,2008-09
NC_055179,"Zhou,J., Kantartzi,S.K., Wen,R.H., Newman,M., Hajimorad,M.R., Rupe,J.C., Tzanetakis,I.E.",2021-06-01T00:00:00Z,TN,Soybean vein necrosis orthotospovirus,ssRNA(+/-),9010,USA,,Glycine max,,2008-09
NC_055180,"Zhou,J., Tzanetakis,I., Kantartzi,S.K., Wen,R.H., Newman,M., Hajimorad,M.R., Rupe,J.C., Tzanetakis,I.E.",2021-06-01T00:00:00Z,TN,Soybean vein necrosis orthotospovirus,ssRNA(+/-),4955,USA,,Glycine max,,2008-09
NC_055181,"Chowdhary,R., Street,C., Travassos da Rosa,A., Nunes,M., Tee,K.K., Hutchison,S.K., Vasconcelos,P.F., Tesh,R., Lipkin,W.I., Briese,T.",2021-06-01T00:00:00Z,,Macaua orthobunyavirus,ssRNA(-),6851,Brazil,,,,1976
NC_055182,"Chowdhary,R., Street,C., Travassos da Rosa,A., Nunes,M., Tee,K.K., Hutchison,S.K., Vasconcelos,P.F., Tesh,R., Lipkin,W.I., Briese,T.",2021-06-01T00:00:00Z,,Macaua orthobunyavirus,ssRNA(-),1035,Brazil,,,,1976
NC_055183,"Chowdhary,R., Street,C., Travassos da Rosa,A., Nunes,M., Tee,K.K., Hutchison,S.K., Vasconcelos,P.F., Tesh,R., Lipkin,W.I., Briese,T.",2021-06-01T00:00:00Z,,Macaua orthobunyavirus,ssRNA(-),4569,Brazil,,,,1976
NC_055184,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.",2021-06-01T00:00:00Z,Aus Ch 16129,Faceys paddock orthobunyavirus,ssRNA(-),4419,Australia,,Culicidae,,1974
NC_055185,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.",2021-06-01T00:00:00Z,Aus Ch 16129,Faceys paddock orthobunyavirus,ssRNA(-),6914,Australia,,Culicidae,,1974
NC_055186,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.",2021-06-01T00:00:00Z,Aus Ch 16129,Faceys paddock orthobunyavirus,ssRNA(-),956,Australia,,Culicidae,,1974
NC_055187,"Rodrigues,D.S., Medeiros,D.B., Rodrigues,S.G., Martins,L.C., de Lima,C.P., de Oliveira,L.F., de Vasconcelos,J.M., Da Silva,D.E., Cardoso,J.F., da Silva,S.P., Vianez-Junior,J.L., Nunes,M.R., Vasconcelos,P.F., Rodrigues,D.S.G., Medeiros,D.B.A., Nunes,M.R.T., Vasconcelos,P.F.C.",2021-06-01T00:00:00Z,,Tapirape pacuvirus,ssRNA(-),4446,Brazil: Para,,Oxymycterus,,2010-02-07
NC_055188,"Rodrigues,D.S., Medeiros,D.B., Rodrigues,S.G., Martins,L.C., de Lima,C.P., de Oliveira,L.F., de Vasconcelos,J.M., Da Silva,D.E., Cardoso,J.F., da Silva,S.P., Vianez-Junior,J.L., Nunes,M.R., Vasconcelos,P.F., Rodrigues,D.S.G., Medeiros,D.B.A., Nunes,M.R.T., Vasconcelos,P.F.C.",2021-06-01T00:00:00Z,,Tapirape pacuvirus,ssRNA(-),6839,Brazil: Para,,Oxymycterus,,2010-02-07
NC_055189,"Rodrigues,D.S., Medeiros,D.B., Rodrigues,S.G., Martins,L.C., de Lima,C.P., de Oliveira,L.F., de Vasconcelos,J.M., Da Silva,D.E., Cardoso,J.F., da Silva,S.P., Vianez-Junior,J.L., Nunes,M.R., Vasconcelos,P.F., Rodrigues,D.S.G., Medeiros,D.B.A., Nunes,M.R.T., Vasconcelos,P.F.C.",2021-06-01T00:00:00Z,,Tapirape pacuvirus,ssRNA(-),949,Brazil: Para,,Oxymycterus,,2010-02-07
NC_055190,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Kang,Y.J., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J., Zhang,Y.-Z.",2021-06-01T00:00:00Z,,Sanxia sawastrivirus,ssRNA(-),1628,China,,Gerridae,,2012
NC_055191,"Shi,M., Lin,X.D., Tian,J.H., Chen,L.J., Chen,X., Li,C.X., Qin,X.C., Li,J., Cao,J.P., Eden,J.S., Buchmann,J., Wang,W., Xu,J., Holmes,E.C., Zhang,Y.Z., Kang,Y.J., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J., Zhang,Y.-Z.",2021-06-01T00:00:00Z,,Sanxia sawastrivirus,ssRNA(-),4213,China,,Gerridae,,2012
NC_055192,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.",2021-06-01T00:00:00Z,,Sanxia sawastrivirus,ssRNA(-),7151,China,,Gerridae,,2012
NC_055193,,2021-06-01T00:00:00Z,,Trivittatus orthobunyavirus,ssRNA(-),4503,"USA: Bismarck, ND",ND,Ochlerotatus trivittatus,,1948
NC_055194,,2021-06-01T00:00:00Z,,Trivittatus orthobunyavirus,ssRNA(-),973,"USA: Bismarck, ND",ND,Ochlerotatus trivittatus,,1948
NC_055195,,2021-06-01T00:00:00Z,,Trivittatus orthobunyavirus,ssRNA(-),6960,"USA: Bismarck, ND",ND,Ochlerotatus trivittatus,,1948
NC_055196,"Lavrent'ev,M.V., Prilipov,A.G., Khutoretskaia,N.V., Butenko,A.M., L'vov,D.K., Lavrentev,M.V.",2021-06-01T00:00:00Z,,Snowshoe hare orthobunyavirus,ssRNA(-),6882,USA: Montana,MT,Lepus americanus,blood,1959
NC_055197,"Lavrent'ev,M.V., Prilipov,A.G., Khutoretskaia,N.V., Butenko,A.M., L'vov,D.K., Lavrentev,M.V.",2021-06-01T00:00:00Z,,Snowshoe hare orthobunyavirus,ssRNA(-),4434,USA: Montana,MT,,brain,1959
NC_055198,"Lavrent'ev,M.V., Prilipov,A.G., Khutoretskaia,N.V., Butenko,A.M., L'vov,D.K., Lavrentev,M.V.",2021-06-01T00:00:00Z,,Snowshoe hare orthobunyavirus,ssRNA(-),892,USA: Montana,MT,,brain,1959
NC_055199,,2021-06-01T00:00:00Z,,Anadyr orthobunyavirus,ssRNA(-),929,"Russia: Magadan region, Krasneno village",,Aedes,,1986
NC_055200,,2021-06-01T00:00:00Z,,Anadyr orthobunyavirus,ssRNA(-),4440,"Russia: Magadan region, Krasneno village",,Aedes,,1986
NC_055201,,2021-06-01T00:00:00Z,,Anadyr orthobunyavirus,ssRNA(-),6858,"Russia: Magadan region, Krasneno village",,Aedes,,1986
NC_055202,"Akopyants,N.S., Lye,L.F., Dobson,D.E., Lukes,J., Beverley,S.M., Lye,L.-F.",2021-06-01T00:00:00Z,LepmorLBV1a-S,Leptomonas shilevirus,ssRNA(-),661,Madagascar: Moramango,,Leptomonas moramango,,2009
NC_055203,"Akopyants,N.S., Lye,L.F., Dobson,D.E., Lukes,J., Beverley,S.M., Lye,L.-F.",2021-06-01T00:00:00Z,LepmorLBV1a-M,Leptomonas shilevirus,ssRNA(-),1180,Madagascar: Moramango,,Leptomonas moramango,,2009
NC_055204,"Akopyants,N.S., Lye,L.F., Dobson,D.E., Lukes,J., Beverley,S.M., Lye,L.-F.",2021-06-01T00:00:00Z,LepmorLBV1a-L,Leptomonas shilevirus,ssRNA(-),5981,Madagascar: Moramango,,Leptomonas moramango,,2009
NC_055205,"Lu,Z., Lu,X.J., Fu,S.H., Zhang,S., Li,Z.X., Yao,X.H., Feng,Y.P., Lambert,A.J., Ni da,X., Wang,F.T., Tong,S.X., Nasci,R.S., Feng,Y., Dong,Q., Zhai,Y.G., Gao,X.Y., Wang,H.Y., Tang,Q., Liang,G.D., Fu,S., Liang,G.",2021-06-01T00:00:00Z,,Tahyna orthobunyavirus,ssRNA(-),4489,China,,Culex,,2006
NC_055206,"Lu,Z., Lu,X.J., Fu,S.H., Zhang,S., Li,Z.X., Yao,X.H., Feng,Y.P., Lambert,A.J., Ni da,X., Wang,F.T., Tong,S.X., Nasci,R.S., Feng,Y., Dong,Q., Zhai,Y.G., Gao,X.Y., Wang,H.Y., Tang,Q., Liang,G.D., Fu,S., Liang,G.",2021-06-01T00:00:00Z,,Tahyna orthobunyavirus,ssRNA(-),978,China,,Culex,,2006
NC_055207,"Lu,Z., Fu,S., Liang,G.",2021-06-01T00:00:00Z,,Tahyna orthobunyavirus,ssRNA(-),6979,China,,Culex,,2006
NC_055208,"Chabi-Jesus,C., Ramos-Gonzalez,P.L., Guerra-Peraza,O., Tassi,A., Kitajima,E.W., Harakava,R., Beserra,E., Freitas-Astua,J.",2021-06-01T00:00:00Z,,Citrus chlorotic spot dichorhavirus,ssRNA(-),6518,Brazil: Teresina/Piaui,,Citrus sinensis,,2015
NC_055209,"Chabi-Jesus,C., Ramos-Gonzalez,P.L., Guerra-Peraza,O., Tassi,A., Kitajima,E.W., Harakava,R., Beserra,E., Freitas-Astua,J.",2021-06-01T00:00:00Z,,Citrus chlorotic spot dichorhavirus,ssRNA(-),5987,Brazil: Teresina/Piaui,,Citrus sinensis,,2015
NC_055210,,2021-06-01T00:00:00Z,,Maguari orthobunyavirus,ssRNA(-),945,Brazil: Utinga forest,,Culicidae,,1957
NC_055211,,2021-06-01T00:00:00Z,,Maguari orthobunyavirus,ssRNA(-),6912,Brazil: Utinga forest,,Culicidae,,1957
NC_055212,,2021-06-01T00:00:00Z,,Maguari orthobunyavirus,ssRNA(-),4467,Brazil: Utinga forest,,Culicidae,,1957
NC_055213,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Culex orthophasmavirus,ssRNA(-),2076,Australia: Point Douro,,Culex globocoxitus,,2015-09-07
NC_055214,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Culex orthophasmavirus,ssRNA(-),2249,Australia: Point Douro,,Culex globocoxitus,,2015-09-07
NC_055215,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Culex orthophasmavirus,ssRNA(-),6489,Australia: Point Douro,,Culex globocoxitus,,2015-09-07
NC_055216,"Aguilar,P.V., Marciel de Souza,W., Silvas,J.A., Wood,T., Widen,S., Fumagalli,M.J., Nunes,M.R., Nunes,M., Silvas,J., Fugamalli,M.",2021-06-01T00:00:00Z,K329,Estero Real orthonairovirus,ssRNA(-),4478,Cuba,,Ornithodoros tadaridae,,1980-04-26
NC_055217,"Aguilar,P.V., Marciel de Souza,W., Silvas,J.A., Wood,T., Widen,S., Fumagalli,M.J., Nunes,M.R., Nunes,M., Fugamalli,M.",2021-06-01T00:00:00Z,K329,Estero Real orthonairovirus,ssRNA(-),11816,Cuba,,Ornithodoros tadaridae,,1980-04-26
NC_055218,"Aguilar,P.V., Marciel de Souza,W., Silvas,J.A., Wood,T., Widen,S., Fumagalli,M.J., Nunes,M.R., Nunes,M., Silvas,J., Fugamalli,M.",2021-06-01T00:00:00Z,K329,Estero Real orthonairovirus,ssRNA(-),1640,Cuba,,Ornithodoros tadaridae,,1980-04-26
NC_055219,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,dsRNA,2982,South Korea,,Fusarium graminearum,,1998
NC_055220,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,dsRNA,3000,South Korea,,Fusarium graminearum,,1998
NC_055221,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,dsRNA,3580,South Korea,,Fusarium graminearum,,1998
NC_055222,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,dsRNA,2414,South Korea,,Fusarium graminearum,,1998
NC_055223,"Yu,J., Lee,K.-M., Son,M., Kim,K.-H.",2021-06-01T00:00:00Z,98-8-60,Fusarium graminearum chrysovirus,dsRNA,2748,South Korea,,Fusarium graminearum,,1998
NC_055224,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,dsRNA,3461,Australia: South Guildford,,,,2015-08-19
NC_055225,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,dsRNA,3140,Australia: South Guildford,,,,2015-08-19
NC_055226,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,dsRNA,3059,Australia: South Guildford,,,,2015-08-19
NC_055227,"Shi,M., Neville,P., Nicholson,J., Eden,J.S., Imrie,A., Holmes,E.C., Eden,J.-S.",2021-06-01T00:00:00Z,,Shuangao insect-associated chrysovirus,dsRNA,3080,Australia: South Guildford,,,,2015-08-19
NC_055228,"Bennett,M., Tu,S.L., Upton,C., McArtor,C., Gillett,A., Laird,T., O'Dea,M., Tu,S.-L.",2021-06-01T00:00:00Z,,Western kangaroopox virus,dsDNA,170141,Australia: Western Australia,,Macropus fuliginosus,,2013-05
NC_055229,"Bennett,M., Tu,S.L., Upton,C., McArtor,C., Gillett,A., Laird,T., O'Dea,M., Tu,S.-L.",2021-06-01T00:00:00Z,,Eastern kangaroopox virus,dsDNA,167359,Australia: Sunshine Coast,,Macropus giganteus,"skin, lesion",2017-01
NC_055230,,2021-06-01T00:00:00Z,Akhmeta_2013-88,Akhmeta virus,dsDNA,221923,Georgia: Akhmeta,,Homo sapiens,,2013
NC_055231,"Gruber,C.E., Giombini,E., Selleri,M., Tausch,S.H., Andrusch,A., Tyshaieva,A., Cardeti,G., Lorenzetti,R., De Marco,L., Carletti,F., Nitsche,A., Capobianchi,M.R., Ippolito,G., Autorino,G.L., Castilletti,C., Gruber,C.E.M.",2021-06-01T00:00:00Z,Abatino,Abatino macacapox virus,dsDNA,213743,Italy,,Macaca tonkeana,,2015
NC_055232,"VanDevanter,D.R., Warrener,P., Bennett,L., Schultz,E.R., Coulter,S., Garber,R.L., Rose,T.M.",2021-06-01T00:00:00Z,,Saguinine gammaherpesvirus 1,dsDNA,165,,,,,
NC_055233,"Hughes,D.J., Kipar,A., Milligan,S.G., Cunningham,C., Sanders,M., Quail,M.A., Rajandream,M.A., Efstathiou,S., Bowden,R.J., Chastel,C., Bennett,M., Sample,J.T., Barrell,B., Davison,A.J., Stewart,J.P.",2021-06-01T00:00:00Z,,Murid gammaherpesvirus 7,dsDNA,120108,United Kingdom,,Apodemus sylvaticus,,2002
NC_055234,"Chmielewicz,B., Goltz,M., Franz,T., Bauer,C., Brema,S., Ellerbrok,H., Beckmann,S., Rziha,H.-J., Lahrmann,K.-H., Romero,C., Ehlers,B., Rziha,J.",2021-06-01T00:00:00Z,489,Suid gammaherpesvirus 5,dsDNA,60326,,,,,
NC_055235,"Elfrink,N., Blewett,E.L., Roe,B.A.",2021-06-01T00:00:00Z,,Papiine betaherpesvirus 3,dsDNA,170275,,,,,
NC_055236,"Alvarez-Quinto,R.A., Moreno-Martinez,J.M., Olszewski,N.E., Lockhart,B.E.L.",2021-06-01T00:00:00Z,Minnesota,Aglaonema bacilliform virus,dsDNA-RT,7178,USA,,Aglaonema modestum,,
NC_055237,"Gambley,C.F., Geering,A.D., Steele,V., Thomas,J.E., Geering,A.D.W.",2021-06-01T00:00:00Z,,Pineapple bacilliform ER virus,dsDNA-RT,545,Australia,,Ananas comosus var. erectifolius,,
NC_055238,"Alvarez-Quinto,R.A., Lockhart,B.E.L.",2021-06-01T00:00:00Z,Minnesota,Schefflera ringspot virus,dsDNA-RT,555,USA,,Schefflera,,
NC_055239,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,1992,"India: Kundal village, Ahmedabad state",,,,2013
NC_055240,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,3149,"India: Kundal village, Ahmedabad state",,,,2013
NC_055241,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,1850,"India: Kundal village, Ahmedabad state",,,,2013
NC_055242,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,2029,"India: Kundal village, Ahmedabad state",,,,2013
NC_055243,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,963,"India: Kundal village, Ahmedabad state",,,,2013
NC_055244,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,607,"India: Kundal village, Ahmedabad state",,,,2013
NC_055245,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,1908,"India: Kundal village, Ahmedabad state",,,,2013
NC_055246,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,1835,"India: Kundal village, Ahmedabad state",,,,2013
NC_055247,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,3533,"India: Kundal village, Ahmedabad state",,,,2013
NC_055248,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,4382,"India: Kundal village, Ahmedabad state",,,,2013
NC_055249,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,3922,"India: Kundal village, Ahmedabad state",,,,2013
NC_055250,"Yadav,P.D., Whitmer,S.L., Sarkale,P., Ng,T.F., Goldsmith,C.S., Nyayanit,D.A., Esona,M.D., Shrivastava-Ranjan,P., Lakra,R., Pardeshi,P., Majumdar,T.D., Francis,A., Klena,J.D., Nichol,S.T., Stroher,U., Mourya,D.",2021-06-01T00:00:00Z,,Kundal coltivirus,dsRNA,2608,"India: Kundal village, Ahmedabad state",,,,2013
NC_055251,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,2021,Japan: Tottori,,,,2013-10-12
NC_055252,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,1871,Japan: Tottori,,,,2013-10-12
NC_055253,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,979,Japan: Tottori,,,,2013-10-12
NC_055254,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,3926,Japan: Tottori,,,,2013-10-12
NC_055255,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,4335,Japan: Tottori,,,,2013-10-12
NC_055256,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,804,Japan: Tottori,,,,2013-10-12
NC_055257,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,1587,Japan: Tottori,,,,2013-10-12
NC_055258,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,1902,Japan: Tottori,,,,2013-10-12
NC_055259,"Fujita,R., Ejiri,H., Lim,C.K., Noda,S., Yamauchi,T., Watanabe,M., Kobayashi,D., Takayama-Ito,M., Murota,K., Posadas-Herrera,G., Minami,S., Kuwata,R., Yamaguchi,Y., Horiya,M., Katayama,Y., Shimoda,H., Saijo,M., Maeda,K., Mizutani,T., Isawa,H., Sawabe,K.",2021-06-01T00:00:00Z,,Tarumizu coltivirus,dsRNA,3171,Japan: Tottori,,,,2013-10-12
